@relation default
@attribute dim0 real
@attribute dim1 real
@attribute dim2 real
@attribute dim3 real
@attribute dim4 real
@attribute dim5 real
@attribute dim6 real
@attribute dim7 real
@attribute dim8 real
@attribute dim9 real
@attribute dim10 real
@attribute dim11 real
@attribute dim12 real
@attribute dim13 real
@attribute dim14 real
@attribute dim15 real
@attribute dim16 real
@attribute dim17 real
@attribute dim18 real
@attribute dim19 real
@attribute dim20 real
@attribute dim21 real
@attribute dim22 real
@attribute dim23 real
@attribute dim24 real
@attribute dim25 real
@attribute dim26 real
@attribute dim27 real
@attribute dim28 real
@attribute dim29 real
@attribute class {0,1,2,3,10,11,12,13,20,21,22,23,30,31,32,33,100,101,102,103,110,111,112,113,120,121,122,123,130,131,132,133,200,201,202,203,210,211,212,213,220,221,222,223,230,231,232,233,300,301,302,303,310,311,312,313,320,321,322,323,330,331,332,333}
@data
58.34465254745433, 91.23801857625399, 43.05713234295949, 12.39516462143021, 88.83913686621786, 84.82089861697052, 50.31117778439874, 83.52237508241735, 82.15405788546462, 84.2780385578594, 52.166470008093846, 63.956321837533366, 46.181880370233564, 82.23217881769796, 66.25209744058951, 15.707722485987565, 95.36931501650253, 77.0589252568782, 91.36883356827367, 29.88425156342891, 47.4202211895073, 53.909507435546764, 56.769231535880685, 16.573366380667498, 68.89168973753263, 70.3591277242394, 11.398493842322386, 96.72783359189401, 0.22653466886736195, 8.070542793924151, 100
49.81492408505073, 81.54656814961956, 33.760875771038116, 56.014306388425865, 77.84569989449905, 3.5616765386347837, 37.2152330316151, 63.2199265236232, 30.9294079453036, 58.40883448702201, 86.12963336771661, 53.52380918627583, 18.2994200898888, 36.9891032026712, 0.5629328144013956, 5.972927679443107, 50.17130255945785, 84.78972641026473, 88.43385745828787, 45.91832935603403, 52.70640732484563, 16.96137528051444, 42.16538813938118, 18.3921706944565, 63.83101429223552, 52.04264200505839, 40.412086140991235, 37.07404129795421, 20.103582927732166, 26.173103147407918, 1
10.200701336186969, 55.7246634097627, 53.38811445150678, 11.21959319942114, 20.61194192509371, 19.351179458082267, 86.56991155636204, 14.924596058575055, 17.519389754029984, 50.33975622052647, 16.012062469957552, 82.3463614534315, 70.3700683725611, 19.338553475724567, 17.897870406527556, 52.56157041877886, 13.56102563529623, 11.754711247759776, 29.038868850696666, 84.29501384071881, 82.66691856324984, 26.289699158437273, 16.627005023699404, 84.33952020519362, 50.71917264500548, 59.90481077342458, 82.20580263365589, 39.638733530799676, 90.72146095609259, 35.62791192818199, 230
76.40396338809398, 95.05776535044316, 14.589793874868139, 56.21275748682305, 61.12850215753982, 69.14652498772077, 62.02683195734037, 17.728847672174965, 42.10045655477137, 41.55506866756691, 49.2636705139914, 5.476301744653112, 6.387592948979459, 11.931628430098208, 16.893242686048048, 78.6445426456646, 73.94548093589802, 22.937999392483178, 71.7556032407881, 88.91483387884597, 74.08493927690543, 11.51886747382619, 49.70776437090161, 94.44784447773638, 95.51823406937767, 10.145593320875424, 96.67354369954877, 83.94586458365062, 60.87143368430359, 69.52732071089422, 0
93.38128263868788, 86.59451473640203, 42.59382120101476, 89.93815914527846, 56.01590456088008, 62.52043787503211, 85.88809033914762, 19.338479434665796, 19.60137951676979, 46.96877593275375, 19.494911088121004, 10.642441112118172, 32.71910888880396, 7.249900999361946, 51.698998126294306, 48.90105902423181, 26.657128533675166, 56.777168444283966, 76.70923168232403, 22.060500219514058, 81.54574436584602, 39.078990667947934, 26.622359886492053, 84.28446798400165, 13.182457289464933, 99.37993967916081, 85.46552521239347, 17.90726011183823, 41.25758286102402, 48.05170135858721, 200
29.95197955713659, 99.80675474902475, 14.757712147256296, 7.398040264574712, 6.080085763963772, 4.786063347998192, 38.991457652974134, 12.493797554384189, 15.757699692454818, 34.306890662817516, 15.077375164621676, 34.87466371268923, 77.42509857126477, 47.42355050342584, 80.4716552237125, 76.92880240449414, 88.14485380470464, 23.21809895619885, 71.41088172519197, 24.190162594535725, 41.5932642615797, 55.775933598158964, 30.4625817865834, 41.29154015315358, 31.023880828393324, 85.26371643803556, 12.316527599518267, 88.19245535653664, 91.33224340448088, 84.19818198234935, 0
51.3289694429011, 68.55067903047856, 5.342613947219876, 92.8247988228364, 10.892710455792242, 92.29906158371173, 14.755596428217986, 52.70943073639279, 49.59336520464759, 13.3409720622719, 81.40502057394201, 31.574361795732308, 43.23594059691457, 27.32140229505354, 55.144969631942956, 81.92572981793901, 44.84002469469309, 64.54675348883859, 48.41161746965721, 6.295811849799692, 16.34142717468793, 51.71636670013184, 61.24894173010258, 53.30401286498943, 67.08010639283918, 66.85490544041261, 52.51175116772691, 25.846111340729337, 93.92689845424815, 12.44453885493556, 300
68.75815861985845, 61.84692118081012, 51.17379329790047, 46.140512578605694, 17.374272853466767, 11.882552440154218, 0.4814865997371909, 48.68825791442586, 3.0538784547691322, 31.947190018360526, 80.27840755236713, 84.45413850102481, 93.62071964669649, 15.910700685491573, 17.418839159570947, 84.30323095134416, 32.54526134959767, 54.99281680744823, 10.60062788326579, 83.03492366685676, 94.16743887444807, 58.59253251292469, 14.819643039497864, 57.245635023396666, 53.3418487789867, 80.2322074973542, 26.803478489017774, 68.73790312232663, 16.945978316397493, 4.047946903849297, 30
15.462680595500178, 88.89265590438582, 62.37776480846391, 16.074567276939366, 44.27909479909638, 50.726991222942765, 5.424669367603419, 86.37390998851417, 99.20553202095437, 87.90679128969198, 32.523956564170305, 94.9264296258571, 9.711765842831998, 59.61014374944702, 38.871169409661796, 74.56551641324867, 88.83312530795861, 28.017855850139384, 68.89861448573214, 24.8917299516927, 39.39308240283895, 72.51588433840527, 3.2305636846076236, 1.2116041661517585, 16.13151248133192, 19.878735870893195, 96.84399395043152, 62.49711386055199, 37.50267846082882, 42.21716903259245, 0
79.87250621698966, 53.99854153636714, 90.09035473234525, 85.52831229176131, 45.9385571890596, 95.64805388619148, 15.396657411952264, 51.60824941874796, 48.87040936160819, 19.392338697825874, 85.31298061890857, 62.20616898506617, 47.35909547975108, 28.155059415872476, 57.15455896714816, 79.87505945584662, 82.86197745037617, 52.86502910036104, 14.834023518641004, 51.86520321641821, 13.663430436195721, 82.77674331120086, 77.60346599987557, 45.92546179999545, 20.08814282718454, 81.70370085059474, 50.89284996053372, 48.98259018750676, 42.6791311158739, 37.87217972060607, 302
45.36952150347354, 14.871838694702511, 20.80453260429278, 68.82708039751239, 45.033447583503126, 7.0789379931656455, 73.02195341744587, 73.7030176206404, 37.91457303650756, 86.17175264785769, 74.25526781153316, 55.95455241470071, 25.359135296122957, 78.99339599395995, 24.035736158996755, 3.1429698975909304, 68.96691028379848, 45.908052878202724, 54.419866909052985, 26.950484529250897, 47.505078717154326, 47.89141641715913, 1.7219725484917459, 97.81191719837614, 51.53074724545751, 95.15468148243446, 26.93509808472828, 45.71458833166939, 79.62510621069245, 75.90259548608059, 0
47.57104499968274, 29.996268671742087, 79.832632320189, 88.78734324039284, 83.71981989367907, 53.21467471206134, 0.4106108872462988, 59.298384354312084, 94.90803086459464, 8.535645031456562, 91.04969846628906, 55.76548943362242, 26.08352039410613, 54.78657371235888, 42.87404984975137, 34.727807969769366, 19.89654378699418, 4.911826871051328, 0.16176980639552863, 88.65119278911267, 62.17521955791669, 49.26128323260285, 56.7504660103329, 29.51611643555241, 12.47453939653742, 79.18027486662494, 2.4366708816272786, 27.157936229838953, 88.15569773513693, 18.020218488860518, 0
33.742361014548194, 68.370979712536, 84.13101495243956, 85.27240481347971, 84.23637785630599, 81.45158731982455, 22.45676166172057, 96.1856969870659, 37.228252703971165, 93.86454762507664, 20.63402222260482, 49.89138538963328, 55.7241129602029, 81.28035581405065, 80.31404013955229, 46.51553929296204, 99.94518737114815, 27.4001461921625, 99.39563088362718, 51.51836586647626, 52.41339024646838, 90.32906237914628, 52.570973454893405, 0.5782095757767003, 81.10967406603798, 16.910033942090998, 24.815008785188773, 71.09863680108066, 65.95105618411702, 12.310718055590797, 10
96.1996346051376, 71.27962840749433, 86.65650972757453, 58.592433670106495, 85.22259082560282, 82.55157083381226, 18.405241097717063, 46.82323666644182, 47.40504788683128, 18.198275421076684, 80.27930161627314, 51.9542587900402, 58.900236513298864, 84.96719887124246, 79.75882810934677, 84.90146309951317, 36.939636128819444, 30.82280667129057, 90.94809759184287, 50.85348191920971, 18.81219500131432, 9.250034747746183, 48.963875975131785, 46.63638862564712, 84.8637542340112, 50.23299587075583, 53.615995222617684, 65.98659219206647, 98.64708819465811, 81.68600538111048, 310
83.14961201281098, 50.3586814745288, 67.90646228630153, 82.20243075933348, 65.90969788985659, 50.50349155997833, 19.48324648706774, 82.3185300979118, 10.974004193607389, 40.599378841173795, 54.68994069566395, 34.45237820808319, 46.96593004446464, 19.437553883388237, 3.417180923652463, 97.08509083528199, 82.67283098679178, 44.08316030633023, 19.355117490070477, 1.1654757876886634, 95.62482051054315, 85.15235766456374, 56.756267908937, 8.143368109940585, 8.958728106488289, 82.84532373734486, 54.89575556479272, 34.25542124601195, 37.56515570546147, 58.86378864091658, 2
44.05549327335603, 56.322496331461835, 1.8345500508529455, 62.11228797179275, 69.27088204456383, 8.395988469871785, 17.334755773415058, 48.5155973170191, 49.85384160288019, 16.110834557458816, 80.77617110080989, 73.20067459306307, 89.70106605183187, 12.632332146685544, 34.00394036164678, 86.41177161703357, 81.66639616710204, 98.67829613614406, 89.97444091735895, 76.85146199444779, 19.471776033721625, 27.64879158040099, 54.139576182835924, 49.13493263223321, 24.706860742953896, 97.72032827235476, 53.31434333858014, 31.049033668240256, 55.54572374474922, 48.07112169078768, 300
15.693225093975364, 19.32122680620797, 36.135430019955436, 20.0399809081865, 93.68865527464921, 16.42423483579165, 94.38346013174996, 80.982848182624, 36.73842268611358, 35.3233081112118, 39.57274560800806, 14.140146177540537, 87.91298110385522, 65.39515058755185, 26.76729337307464, 24.522643034826253, 16.39173426438296, 18.763634042634326, 46.585624203387994, 62.33552768824404, 81.22223406772736, 48.84888945228901, 46.77483348202236, 85.19135971425611, 34.13065342181207, 16.99480770515726, 73.09600437772384, 99.39582119825478, 2.066771956404534, 23.111577945892737, 3
51.28665461524965, 85.64098271205737, 2.805021937659613, 49.632507122325705, 42.67683305091423, 75.29996409374668, 68.11763270698673, 63.94893925538504, 88.70682501509236, 93.11024212911279, 44.69548989877041, 97.45657194968197, 20.466199182698464, 88.79430473137147, 21.90451440985678, 99.01970729926889, 48.492512590539896, 85.85423216550886, 79.15620768901165, 52.24622722208871, 40.03703578599709, 17.84520375168892, 62.59645839444433, 58.068729779915785, 41.12928317191897, 50.50762233091171, 28.483544370619708, 75.04818507459618, 51.92572496155532, 74.54264977229249, 1
77.27658290249201, 46.94586809427652, 95.76141759944721, 38.84299975900623, 4.40614817119469, 42.776817249498734, 14.198077809601918, 55.121118808259844, 52.64301469210379, 16.2007436703104, 83.49341746892928, 38.917768657106535, 95.19289669494438, 33.25230316483552, 92.43657334580455, 82.66723769784006, 86.42284561277712, 71.62102885609974, 79.5560597659682, 65.77062316020525, 15.824866600894797, 23.517500288933448, 90.86244195014605, 54.156151706564955, 34.43163963448661, 78.00524909372672, 49.683009047517025, 86.03090819749629, 4.567908840614976, 13.761414502594738, 300
22.50970433079512, 16.34993568424101, 0.4894403070117348, 59.845833880804925, 51.32317171790069, 78.41836813289494, 50.432301257644276, 13.975063873807725, 87.51443026264887, 50.01703326148783, 74.50604538736995, 26.002592747353294, 26.439745385228907, 63.97591359339677, 55.9122703657123, 53.638757185085716, 56.25920035206059, 44.11225380133503, 11.568845913250058, 1.5721257459689775, 69.77247931277027, 27.536817585620057, 17.67496180808713, 80.72255992700096, 25.944492426422016, 88.58753990457558, 95.53239874662387, 0.9657264585144376, 11.33265572223766, 90.08679282813219, 0
83.36872383710721, 53.447921361261926, 48.348163019639784, 83.30727372392833, 14.153447557638879, 19.361141999237677, 42.73846375034237, 76.81254504184217, 31.452596951432877, 6.912786654468661, 38.1686144302982, 79.84321474066574, 51.20174300514625, 18.435054253708223, 15.582241664163965, 96.75888793467368, 81.81297683624493, 49.83325895014888, 14.892308754722519, 79.31238429035629, 43.29619833453082, 81.54306110091468, 19.9291358617851, 88.1016734990829, 49.41366327479758, 78.10292987230073, 78.38058681916779, 95.68940068987698, 79.09862803117579, 24.591245975932207, 32
85.51213758321528, 28.829384974494033, 45.839055501274274, 22.54321160828905, 92.0720001696927, 30.07232652970474, 46.16419459222233, 15.687394632635165, 79.89873487096553, 38.82680047803654, 78.9024101355905, 41.42456756942606, 24.856603232654063, 61.44075539952094, 94.77530910968493, 57.349833117086455, 54.57833322923356, 28.26778114119155, 98.92105522402557, 33.190562466720586, 63.198884006929276, 42.803192664247646, 72.68882563793551, 3.5341764740175696, 57.55369147350232, 8.63353975438066, 68.73340770208159, 80.46810494704566, 93.8946615111374, 62.1582711279528, 0
10.76793425059991, 10.106778269266947, 17.329777156043523, 30.376402985016327, 39.17736915694265, 91.00430448096208, 11.144667578960732, 65.03573984426276, 91.69324054085088, 61.48091761995639, 96.85955522736712, 84.55754587803303, 3.477593098831122, 94.71718627659304, 92.61556796935182, 77.17809781907647, 28.39493083604303, 63.068629308936494, 86.74680197429493, 84.9096093717808, 8.390903450968379, 90.91441943868796, 63.62876701117203, 62.13313858417012, 83.77328495877103, 42.43929228230603, 49.5017373272423, 35.31311376986858, 18.795044598265378, 20.801259222323964, 0
39.6069799596705, 0.31489557473054486, 17.22991506678066, 11.096070591511209, 50.69080650544417, 42.90800121863527, 86.72093803136622, 96.04282032816414, 15.432052636786597, 96.3324604771613, 63.403157263578414, 16.545189600569106, 54.23085752047283, 53.633099650324176, 50.1778814999967, 15.24484284127876, 28.397521093709123, 79.74505888669903, 12.22496462957734, 14.481493918096772, 91.13203466714135, 38.969120684610495, 86.28161089035105, 71.74317061016936, 18.261817942417547, 13.761993260826245, 53.59721306558719, 92.83511275000708, 91.97914312974548, 74.24636854821462, 20
56.00625125810987, 84.37959398591826, 72.97383969758036, 60.5061334523994, 68.80088001643058, 58.64863623497677, 74.31364448011749, 11.845398250773798, 86.46495236977131, 10.252720715948128, 23.638732624318003, 44.70505312118026, 20.03574443264087, 89.40950634273025, 38.736434849954, 38.96023939792737, 42.984942412976025, 58.05060692782874, 90.52699341707063, 1.1267561054441821, 26.362144515765472, 81.45399983073757, 35.80314495111111, 41.41440361021391, 24.89145636990061, 13.52978474202663, 9.839715541296313, 47.36364363394805, 53.35367636938074, 87.09522684470632, 0
42.81812468158059, 27.124941868003884, 37.34377229395513, 82.12715593862812, 65.75765323155272, 11.107047058169883, 30.9454803437904, 98.54083025158798, 17.181730229299085, 85.46606885552139, 97.40796165893732, 47.9716972018761, 24.793635139751125, 38.2142392225369, 82.20758713775568, 26.290696137391624, 12.942761499936484, 89.58523720089123, 93.08572639864416, 93.05821438298155, 31.404248202961625, 20.946227107183944, 79.67204468622292, 41.48520142961514, 84.57354147167779, 68.19084624070409, 44.86163014131059, 45.575126799434116, 67.6393105129382, 95.35914445553176, 0
50.59080652647192, 53.432919693123246, 43.51161273395681, 55.5961093964385, 89.44604248295057, 13.698744166687305, 96.30717736223085, 49.9239097588381, 50.3219833766301, 89.29287842334985, 25.982665633524128, 49.566488117535854, 94.04409884818061, 96.96274987553775, 24.98926586828063, 27.091028724161358, 12.810375474879898, 81.69834149274715, 17.86608030983956, 19.885628342931415, 45.89427305384347, 26.56295080487282, 96.15245443703157, 86.40077821636105, 46.01619702369191, 24.27556130127506, 82.86346689111318, 98.71637910543372, 66.62567929958185, 95.39928668015473, 0
53.95920812286832, 86.609836203493, 46.11769928648203, 82.2140304334157, 37.882720017748014, 69.16697456806348, 50.17032449367032, 80.47725058341315, 85.14885510875646, 84.5133815019771, 50.55928307417813, 60.11940730608053, 93.12431981862682, 34.03535046044098, 45.95568431657395, 18.258081812839603, 1.8585475004734175, 61.78555125552929, 77.63220067731484, 10.250313234139119, 48.38143755961888, 4.459037963196955, 90.40080189421793, 15.695841500625187, 92.0590943899494, 3.5550022175669382, 11.62680890579949, 50.621841787847735, 11.648147686387023, 51.8437234407629, 100
26.799232132394156, 60.58976617585348, 84.6881077834569, 38.08456074323898, 84.81924464815621, 86.0369410456857, 65.70645125471145, 77.10176419633785, 33.39834648070179, 80.67253696349206, 58.70305260910283, 45.80418040234362, 59.90216984169383, 83.00083648157312, 85.34677417281962, 88.35710402712003, 64.48511132746543, 51.834169599983994, 15.876948633224409, 52.251365444906966, 70.21954849445198, 48.83437863049329, 52.29267729898896, 14.497763571791955, 83.45183542841689, 61.670929946936916, 27.3117580535867, 42.0837089542633, 26.38346306531386, 8.892337173708198, 10
19.01053771641067, 18.712309121677368, 13.574856438133097, 16.81533445953556, 53.034778962132634, 51.39013215412248, 18.70134395027283, 80.98149987800329, 52.09536854850627, 5.503603942400737, 84.78257510882723, 15.55856474363261, 86.42713875462599, 49.25780063902119, 48.04276529476189, 64.53665233653606, 15.543648884465572, 16.496176145604434, 51.82969973625874, 16.212437536580502, 53.73589427850808, 51.826625640234084, 82.36289647361765, 38.36171179101737, 14.710614268910652, 16.7498728546928, 76.86797047953581, 42.87854546140992, 5.585504948003839, 57.62593124070552, 23
40.230047261072166, 89.1358924866366, 55.40498340841966, 56.49161840046845, 30.018559167675484, 62.852374364481946, 68.48251737794061, 35.67569087707545, 94.59412931909972, 88.35816427998907, 52.38552921841896, 5.36856599540868, 44.16566860340062, 51.53859284404373, 65.05984350665749, 18.918935089421563, 65.5796163280435, 33.22841818965793, 79.7454173291834, 16.25709771785043, 86.72331018194599, 10.817044613750927, 4.849290369218606, 32.97317404916039, 88.6875232240979, 23.413488593227505, 84.60233636003153, 61.89234181254298, 56.146318729656144, 20.145996522898734, 0
61.87718544444413, 8.797613193058474, 77.97930943869888, 52.97693756019718, 83.08368890098554, 82.44909387488441, 75.2293107905409, 29.731719034928684, 87.04968447875659, 40.029449091967386, 76.38862444953041, 48.79736484306514, 15.279119526153728, 82.55100764723441, 80.87943045241683, 7.0683692848998225, 94.39110624864456, 76.925305275479, 12.112021910589355, 49.68460264100587, 1.3125467463185103, 37.65774701172452, 52.28057834481711, 67.43464962875933, 81.91277806893993, 45.711898560456, 29.454044918744195, 22.625787342984303, 76.7466718036662, 85.61769255568433, 10
18.695346554846868, 16.039251607859704, 44.42388136060218, 13.568772080247504, 42.33899657510926, 19.97624960310076, 90.9394159833689, 53.637132244627715, 27.135029847705827, 20.616052565931618, 37.82103190480319, 85.4398644708668, 86.07212468676556, 40.889535593644474, 57.520267200684714, 88.01132581411639, 13.491217839711577, 20.790990638262336, 50.537059416171935, 52.79008964898936, 27.491017479806544, 47.981916308675316, 85.03413830332889, 8.339904035007295, 48.340158071530794, 14.068840772834339, 76.56977874081447, 79.07204949673384, 27.864076853342024, 72.79751498738965, 3
49.44675649223835, 84.86440031410378, 81.83170278096839, 45.101191414740455, 88.08879720370047, 82.73522322773613, 10.16890616999837, 46.01454703742679, 96.12532541378286, 46.72375148353866, 2.211121228765589, 53.05115890840214, 19.304460729599374, 80.68880501505183, 84.273262912226, 76.44096930693759, 50.1113519529206, 83.08864980915999, 86.67485544169719, 49.95564704422992, 94.68100341301093, 19.361713326146845, 48.923411764046456, 68.35836789607211, 84.34860111088453, 46.82553015312262, 68.73234982581165, 85.11257133398894, 44.03508911717034, 33.69369722861657, 11
85.99762901292563, 48.73578436221899, 79.25240730021993, 84.55932064483736, 42.663055053763486, 87.50811687471102, 84.49794240099249, 18.754581623894733, 13.282428377237702, 49.82061139666374, 17.43108170885935, 90.64023439379231, 49.67815057825801, 37.043987649609655, 18.694964301950822, 46.14601492097564, 85.66143349713047, 48.740291949395704, 19.31397265259443, 33.50834382690999, 86.657708125, 79.0754295466259, 59.20093251018213, 85.08312247584102, 5.169853112973611, 79.73224775029657, 85.52234320867356, 79.86451410112738, 40.02939563746516, 97.38819533840844, 202
59.38159342149362, 93.32988813135071, 83.7534895178666, 35.82706547951563, 79.56221465147799, 83.25459420765407, 20.99003237039032, 14.828755079502686, 8.973785951140279, 67.29858352802273, 61.4816885312604, 49.452799192358796, 24.429041415231666, 79.19297078283523, 85.09868945172786, 47.3042401643081, 51.88481381540756, 25.16981700546035, 53.50687454982452, 52.31102398200715, 11.884776329213299, 5.988939125382197, 54.00600666966854, 21.6091853474925, 82.10721118998438, 87.22927261207647, 67.22629307668797, 23.123220659540202, 40.88213168804773, 39.70587376031531, 10
15.522933458142598, 12.520434470811862, 21.113167545912713, 16.44481818062733, 6.360016506072153, 28.51633040102256, 31.993234713315022, 84.55235049489784, 59.44380748243455, 5.155042795492982, 33.14999514580249, 28.090158019119094, 83.8806642155354, 43.63442059951039, 88.39669370287794, 53.683258208731566, 18.030280354893524, 20.27017561263962, 50.249365219551954, 94.0238825851184, 54.06761052808625, 51.826862892396306, 94.68900796812953, 7.17318471705225, 71.77520232881608, 17.748181954034415, 59.459595790356936, 77.23817528399405, 12.658225144202195, 97.81235852431165, 3
54.14086197426381, 82.17329196472049, 22.033514631792627, 3.9320749425510337, 94.65195698426312, 16.901128667185983, 15.457660243468707, 33.441581121031604, 72.31652525506493, 83.37626793712268, 32.83417873269997, 15.449610334597653, 22.728615831753196, 41.75051372371051, 90.95311304846683, 65.26850375394638, 69.38907623639169, 39.63417441196692, 3.7334380648414545, 20.272810539647534, 98.6015580105728, 25.99421911304597, 79.80204568553938, 35.42449427020414, 58.93366669948189, 61.65174828792773, 69.73139507956797, 78.50255392319426, 58.935362427244954, 66.34823442536981, 0
