1.0-Entropy,Accuracy,Coverage,F1Measure,actual_discrim_set_size,actual_num_trials,algorithm,alpha,beta,cluster similarity threshold,dataset,epsilon,estimated_discrim_set_size,estimated_trials,experiment_ID,maxiter,minqual,num_clusters,pca,quality_max,quality_mean,quality_median,quality_min,quality_std_dev,runtime_clustering_sec,runtime_metrics_sec,subspace similarity threshold,width
0.028101,0.562500,0.399038,0.308893,5.000000,1456145.000000,MOCCA,0.05,0.25,0.0,/scratch/scratch95/h/hoffer/data/sonar.arff,0.0050,3.000000,1456145.000000,846,2500000,0.0,4.000000,n,128.000000,83.000000,98.000000,64.000000,30.177254,13.000000,0.000000,-1.0,0.01
0.484813,0.104083,0.999733,0.374058,4.000000,455477.000000,MOCCA,0.05,0.35,0.15,/scratch/scratch95/h/hoffer/data/pendigits.arff,0.0050,2.000000,455477.000000,305,2500000,0.0,1873.000000,y,3382014.106899,3382014.106899,3382014.106899,3382014.106899,0.000000,2335.000000,43.000000,-1.0,0.01
0.059399,0.586538,0.658654,0.523555,5.000000,1456145.000000,MOCCA,0.05,0.25,0.15,/scratch/scratch95/h/hoffer/data/sonar.arff,0.0050,3.000000,1456145.000000,853,2500000,0.0,11.000000,n,128.000000,64.363636,68.000000,28.000000,30.223411,14.000000,0.000000,-1.0,0.01
0.244023,0.533654,0.139423,0.142857,5.000000,2500000.000000,MOCCA,0.05,0.35,0.0,/scratch/scratch95/h/hoffer/data/sonar.arff,0.0050,4.000000,19792429.000000,832,2500000,0.0,2.000000,n,48.571429,41.428571,41.428571,34.285714,10.101525,22.000000,0.000000,-1.0,0.0010
0.304167,0.651042,0.286458,0.231944,5.000000,18718.000000,MOCCA,0.05,0.25,0.0,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.0050,1.000000,18718.000000,868,2500000,0.0,2.000000,n,8512.000000,4952.000000,4952.000000,1392.000000,5034.600282,1.000000,0.000000,-1.0,0.08
0.637534,0.193888,0.460101,0.381804,4.000000,455477.000000,MOCCA,0.05,0.35,0.0,/scratch/scratch95/h/hoffer/data/pendigits.arff,0.0050,2.000000,455477.000000,326,2500000,0.0,368.000000,y,130207543.115628,7922000.435183,5073021.160349,3382014.106899,10188357.802451,2257.000000,240.000000,-1.0,0.08
0.414233,0.104083,0.989859,0.353246,5.000000,455477.000000,MOCCA,0.05,0.35,0.0,/scratch/scratch95/h/hoffer/data/pendigits.arff,0.0050,2.000000,455477.000000,410,2500000,0.0,1483.000000,y,1775557.406122,1480229.808790,1479631.171769,1479631.171769,13300.876944,2079.000000,37.000000,-1.0,0.01
0.414233,0.104083,0.989859,0.353246,5.000000,455477.000000,MOCCA,0.05,0.35,0.15,/scratch/scratch95/h/hoffer/data/pendigits.arff,0.0050,2.000000,455477.000000,417,2500000,0.0,1483.000000,y,1775557.406122,1480229.808790,1479631.171769,1479631.171769,13300.876944,2147.000000,37.000000,-1.0,0.01
0.116042,0.651042,0.450521,0.276596,5.000000,63018.000000,MOCCA,0.05,0.35,0.15,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.0050,2.000000,63018.000000,861,2500000,0.0,2.000000,n,1853.061224,1119.387755,1119.387755,385.714286,1037.570971,1.000000,0.000000,-1.0,0.01
0.372478,0.467290,0.434579,0.180188,5.000000,88192.000000,MOCCA,0.05,0.35,0.0,/scratch/scratch95/h/hoffer/data/glass.arff,0.0050,2.000000,88192.000000,856,2500000,0.0,3.000000,n,1259.475219,600.233236,489.795918,51.428571,611.548425,2.000000,0.000000,-1.0,0.01
0.372478,0.467290,0.434579,0.180188,5.000000,88192.000000,MOCCA,0.05,0.35,0.15,/scratch/scratch95/h/hoffer/data/glass.arff,0.0050,2.000000,88192.000000,863,2500000,0.0,3.000000,n,1259.475219,600.233236,489.795918,51.428571,611.548425,1.000000,0.000000,-1.0,0.01
0.488151,0.533654,0.754808,0.707004,4.000000,2500000.000000,MOCCA,0.05,0.35,0.15,/scratch/scratch95/h/hoffer/data/sonar.arff,0.0050,4.000000,19792429.000000,783,2500000,0.0,38.000000,n,42910444727.593020,1274751104.776012,34257.160704,93.294461,6988808002.112926,52.000000,0.000000,-1.0,0.08
0.046975,0.596154,0.519231,0.402730,5.000000,2500000.000000,MOCCA,0.05,0.35,0.0,/scratch/scratch95/h/hoffer/data/sonar.arff,0.0050,4.000000,19792429.000000,860,2500000,0.0,6.000000,n,91.428571,51.428571,48.571429,28.571429,21.150578,23.000000,0.000000,-1.0,0.01
0.244023,0.533654,0.139423,0.142857,5.000000,2500000.000000,MOCCA,0.05,0.35,0.15,/scratch/scratch95/h/hoffer/data/sonar.arff,0.0050,4.000000,19792429.000000,839,2500000,0.0,2.000000,n,48.571429,41.428571,41.428571,34.285714,10.101525,23.000000,0.000000,-1.0,0.0010
0.267066,0.690842,0.324298,0.312500,5.000000,937.000000,MOCCA,0.05,0.25,0.0,/scratch/scratch95/h/hoffer/data/fcps_engytime.arff,0.0050,0.000000,937.000000,869,2500000,0.0,1.000000,n,5312.000000,5312.000000,5312.000000,5312.000000,NaN,0.000000,1.000000,-1.0,0.08
0.431509,0.414999,0.661996,0.398727,4.000000,455477.000000,MOCCA,0.05,0.35,0.15,/scratch/scratch95/h/hoffer/data/pendigits.arff,0.0050,2.000000,455477.000000,781,2500000,0.0,45.000000,n,178739.907934,17712.087067,4128.279883,489.795918,31321.843313,45.000000,24.000000,-1.0,0.08
0.081118,0.571014,0.675362,0.470104,5.000000,27730.000000,MOCCA,0.05,0.35,0.15,/scratch/scratch95/h/hoffer/data/liver.arff,0.0050,1.000000,27730.000000,864,2500000,0.0,4.000000,n,308.571429,166.428571,211.428571,100.000000,96.422398,0.000000,0.000000,-1.0,0.01
0.538552,0.187500,0.112500,0.058480,5.000000,541499.000000,MOCCA,0.05,0.35,0.0,/scratch/scratch95/h/hoffer/data/shape.arff,0.0050,2.000000,541499.000000,859,2500000,0.0,1.000000,n,51.428571,51.428571,51.428571,51.428571,NaN,3.000000,0.000000,-1.0,0.01
NaN,0.499389,0.000000,0.000000,5.000000,1207.000000,MOCCA,0.05,0.35,0.0,/scratch/scratch95/h/hoffer/data/fcps_engytime.arff,0.0050,0.000000,1207.000000,855,2500000,0.0,0.000000,n,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.000000,0.000000,-1.0,0.01
0.081118,0.571014,0.675362,0.470104,5.000000,27730.000000,MOCCA,0.05,0.35,0.0,/scratch/scratch95/h/hoffer/data/liver.arff,0.0050,1.000000,27730.000000,857,2500000,0.0,4.000000,n,308.571429,166.428571,211.428571,100.000000,96.422398,1.000000,0.000000,-1.0,0.01
0.036724,0.651042,0.295573,0.191197,5.000000,63018.000000,MOCCA,0.05,0.35,0.0,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.0050,2.000000,63018.000000,854,2500000,0.0,1.000000,n,1853.061224,1853.061224,1853.061224,1853.061224,NaN,1.000000,0.000000,-1.0,0.01
0.570156,0.500801,0.649053,0.429530,5.000000,455477.000000,MOCCA,0.05,0.35,0.15,/scratch/scratch95/h/hoffer/data/pendigits.arff,0.0050,2.000000,455477.000000,837,2500000,0.0,7.000000,n,12991.253644,6670.237401,6375.510204,1480.000000,3826.096159,8.000000,1.000000,-1.0,0.0010
0.488151,0.533654,0.754808,0.707004,4.000000,2500000.000000,MOCCA,0.05,0.35,0.0,/scratch/scratch95/h/hoffer/data/sonar.arff,0.0050,4.000000,19792429.000000,776,2500000,0.0,38.000000,n,42910444727.593020,1274751104.776012,34257.160704,93.294461,6988808002.112926,53.000000,0.000000,-1.0,0.08
0.313276,0.467290,0.411215,0.147724,5.000000,24143.000000,MOCCA,0.05,0.25,0.15,/scratch/scratch95/h/hoffer/data/glass.arff,0.0050,1.000000,24143.000000,849,2500000,0.0,2.000000,n,3456.000000,2000.000000,2000.000000,544.000000,2059.094947,1.000000,0.000000,-1.0,0.01
NaN,0.499389,0.000000,0.000000,5.000000,937.000000,MOCCA,0.05,0.25,0.15,/scratch/scratch95/h/hoffer/data/fcps_engytime.arff,0.0050,0.000000,937.000000,848,2500000,0.0,0.000000,n,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.000000,0.000000,-1.0,0.01
0.313276,0.467290,0.411215,0.147724,5.000000,24143.000000,MOCCA,0.05,0.25,0.0,/scratch/scratch95/h/hoffer/data/glass.arff,0.0050,1.000000,24143.000000,842,2500000,0.0,2.000000,n,3456.000000,2000.000000,2000.000000,544.000000,2059.094947,1.000000,0.000000,-1.0,0.01
0.244023,0.533654,0.139423,0.142857,5.000000,1456145.000000,MOCCA,0.05,0.25,0.15,/scratch/scratch95/h/hoffer/data/sonar.arff,0.0050,3.000000,1456145.000000,825,2500000,0.0,2.000000,n,68.000000,58.000000,58.000000,48.000000,14.142136,13.000000,0.000000,-1.0,0.0010
0.525246,0.267147,0.308647,0.151574,5.000000,83704.000000,MOCCA,0.05,0.25,0.0,/scratch/scratch95/h/hoffer/data/pendigits.arff,0.0050,2.000000,83704.000000,844,2500000,0.0,3.000000,n,25792.000000,16048.000000,19616.000000,2736.000000,11934.938291,2.000000,1.000000,-1.0,0.01
NaN,0.499389,0.000000,0.000000,5.000000,937.000000,MOCCA,0.05,0.25,0.0,/scratch/scratch95/h/hoffer/data/fcps_engytime.arff,0.0050,0.000000,937.000000,841,2500000,0.0,0.000000,n,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.000000,0.000000,-1.0,0.01
0.036724,0.651042,0.295573,0.191197,5.000000,18718.000000,MOCCA,0.05,0.25,0.0,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.0050,1.000000,18718.000000,840,2500000,0.0,1.000000,n,3632.000000,3632.000000,3632.000000,3632.000000,NaN,0.000000,0.000000,-1.0,0.01
0.092845,0.571014,0.573913,0.420560,5.000000,10053.000000,MOCCA,0.05,0.25,0.15,/scratch/scratch95/h/hoffer/data/liver.arff,0.0050,1.000000,10053.000000,850,2500000,0.0,3.000000,n,432.000000,264.000000,200.000000,160.000000,146.860478,0.000000,0.000000,-1.0,0.01
0.244023,0.533654,0.139423,0.142857,5.000000,1456145.000000,MOCCA,0.05,0.25,0.0,/scratch/scratch95/h/hoffer/data/sonar.arff,0.0050,3.000000,1456145.000000,818,2500000,0.0,2.000000,n,68.000000,58.000000,58.000000,48.000000,14.142136,15.000000,0.000000,-1.0,0.0010
0.116042,0.651042,0.450521,0.276596,5.000000,18718.000000,MOCCA,0.05,0.25,0.15,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.0050,1.000000,18718.000000,847,2500000,0.0,2.000000,n,3632.000000,2086.000000,2086.000000,540.000000,2186.374167,0.000000,0.000000,-1.0,0.01
0.777006,0.281692,0.239525,0.275013,4.000000,455477.000000,MOCCA,0.05,0.35,0.0,/scratch/scratch95/h/hoffer/data/pendigits.arff,0.0050,2.000000,455477.000000,774,2500000,0.0,12.000000,n,178739.907934,47048.131468,37535.380666,5177.842566,48581.203196,48.000000,4.000000,-1.0,0.08
0.244023,0.533654,0.139423,0.142857,5.000000,2500000.000000,MOCCA,0.05,0.35,0.0,/scratch/scratch95/h/hoffer/data/sonar.arff,0.0050,4.000000,19792429.000000,804,2500000,0.0,2.000000,n,48.571429,41.428571,41.428571,34.285714,10.101525,24.000000,0.000000,-1.0,5.0E-4
0.081118,0.571014,0.675362,0.470104,5.000000,27730.000000,MOCCA,0.05,0.35,0.15,/scratch/scratch95/h/hoffer/data/liver.arff,0.0050,1.000000,27730.000000,836,2500000,0.0,4.000000,n,308.571429,166.428571,211.428571,100.000000,96.422398,0.000000,0.000000,-1.0,0.0010
0.092845,0.571014,0.573913,0.420560,5.000000,10053.000000,MOCCA,0.05,0.25,0.0,/scratch/scratch95/h/hoffer/data/liver.arff,0.0050,1.000000,10053.000000,843,2500000,0.0,3.000000,n,432.000000,264.000000,200.000000,160.000000,146.860478,0.000000,0.000000,-1.0,0.01
NaN,0.125000,0.000000,0.000000,5.000000,541499.000000,MOCCA,0.05,0.35,0.0,/scratch/scratch95/h/hoffer/data/shape.arff,0.0050,2.000000,541499.000000,831,2500000,0.0,0.000000,n,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,3.000000,0.000000,-1.0,0.0010
NaN,0.499389,0.000000,0.000000,5.000000,1207.000000,MOCCA,0.05,0.35,0.15,/scratch/scratch95/h/hoffer/data/fcps_engytime.arff,0.0050,0.000000,1207.000000,834,2500000,0.0,0.000000,n,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.000000,0.000000,-1.0,0.0010
0.185530,0.355140,0.560748,0.075439,5.000000,88192.000000,MOCCA,0.05,0.35,0.15,/scratch/scratch95/h/hoffer/data/glass.arff,0.0050,2.000000,88192.000000,835,2500000,0.0,1.000000,n,979.591837,979.591837,979.591837,979.591837,NaN,2.000000,0.000000,-1.0,0.0010
0.185530,0.355140,0.560748,0.075439,5.000000,88192.000000,MOCCA,0.05,0.35,0.0,/scratch/scratch95/h/hoffer/data/glass.arff,0.0050,2.000000,88192.000000,828,2500000,0.0,1.000000,n,979.591837,979.591837,979.591837,979.591837,NaN,2.000000,0.000000,-1.0,0.0010
0.517932,0.468241,0.636643,0.328712,5.000000,83704.000000,MOCCA,0.05,0.25,0.15,/scratch/scratch95/h/hoffer/data/pendigits.arff,0.0050,2.000000,83704.000000,823,2500000,0.0,5.000000,n,19136.000000,13177.600000,14160.000000,4304.000000,5534.168483,2.000000,1.000000,-1.0,0.0010
0.116042,0.651042,0.450521,0.276596,5.000000,63018.000000,MOCCA,0.05,0.35,0.15,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.0050,2.000000,63018.000000,833,2500000,0.0,2.000000,n,1853.061224,1119.387755,1119.387755,385.714286,1037.570971,1.000000,0.000000,-1.0,0.0010
0.036724,0.651042,0.295573,0.191197,5.000000,63018.000000,MOCCA,0.05,0.35,0.0,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.0050,2.000000,63018.000000,826,2500000,0.0,1.000000,n,1853.061224,1853.061224,1853.061224,1853.061224,NaN,1.000000,0.000000,-1.0,0.0010
0.596422,0.399520,0.479050,0.300063,5.000000,455477.000000,MOCCA,0.05,0.35,0.0,/scratch/scratch95/h/hoffer/data/pendigits.arff,0.0050,2.000000,455477.000000,830,2500000,0.0,5.000000,n,12991.253644,7550.087464,7224.489796,3746.938776,3921.231894,7.000000,1.000000,-1.0,0.0010
0.092845,0.571014,0.573913,0.420560,5.000000,10053.000000,MOCCA,0.05,0.25,0.15,/scratch/scratch95/h/hoffer/data/liver.arff,0.0050,1.000000,10053.000000,822,2500000,0.0,3.000000,n,432.000000,264.000000,200.000000,160.000000,146.860478,1.000000,0.000000,-1.0,0.0010
0.570805,0.500267,0.647718,0.429384,5.000000,455477.000000,MOCCA,0.05,0.35,0.15,/scratch/scratch95/h/hoffer/data/pendigits.arff,0.0050,2.000000,455477.000000,809,2500000,0.0,7.000000,n,12944.606414,6646.838817,6351.020408,1477.142857,3818.637077,9.000000,1.000000,-1.0,5.0E-4
0.535513,0.360422,0.409394,0.217364,5.000000,83704.000000,MOCCA,0.05,0.25,0.0,/scratch/scratch95/h/hoffer/data/pendigits.arff,0.0050,2.000000,83704.000000,816,2500000,0.0,3.000000,n,19136.000000,16362.666667,15792.000000,14160.000000,2536.609811,2.000000,1.000000,-1.0,0.0010
0.081118,0.571014,0.675362,0.470104,5.000000,27730.000000,MOCCA,0.05,0.35,0.0,/scratch/scratch95/h/hoffer/data/liver.arff,0.0050,1.000000,27730.000000,829,2500000,0.0,4.000000,n,308.571429,166.428571,211.428571,100.000000,96.422398,0.000000,0.000000,-1.0,0.0010
0.596937,0.399386,0.477982,0.300105,5.000000,455477.000000,MOCCA,0.05,0.35,0.0,/scratch/scratch95/h/hoffer/data/pendigits.arff,0.0050,2.000000,455477.000000,802,2500000,0.0,5.000000,n,12944.606414,7530.962099,7208.163265,3722.448980,3910.200204,10.000000,2.000000,-1.0,5.0E-4
NaN,0.499389,0.000000,0.000000,5.000000,937.000000,MOCCA,0.05,0.25,0.15,/scratch/scratch95/h/hoffer/data/fcps_engytime.arff,0.0050,0.000000,937.000000,820,2500000,0.0,0.000000,n,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.000000,0.000000,-1.0,0.0010
NaN,0.499389,0.000000,0.000000,5.000000,1207.000000,MOCCA,0.05,0.35,0.0,/scratch/scratch95/h/hoffer/data/fcps_engytime.arff,0.0050,0.000000,1207.000000,827,2500000,0.0,0.000000,n,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.000000,0.000000,-1.0,0.0010
0.116042,0.651042,0.450521,0.276596,5.000000,18718.000000,MOCCA,0.05,0.25,0.15,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.0050,1.000000,18718.000000,819,2500000,0.0,2.000000,n,3632.000000,2086.000000,2086.000000,540.000000,2186.374167,0.000000,0.000000,-1.0,0.0010
NaN,0.125000,0.000000,0.000000,5.000000,95421.000000,MOCCA,0.05,0.25,0.15,/scratch/scratch95/h/hoffer/data/shape.arff,0.0050,2.000000,95421.000000,824,2500000,0.0,0.000000,n,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,1.000000,0.000000,-1.0,0.0010
NaN,0.125000,0.000000,0.000000,5.000000,95421.000000,MOCCA,0.05,0.25,0.0,/scratch/scratch95/h/hoffer/data/shape.arff,0.0050,2.000000,95421.000000,817,2500000,0.0,0.000000,n,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,1.000000,0.000000,-1.0,0.0010
0.244023,0.533654,0.139423,0.142857,5.000000,1456145.000000,MOCCA,0.05,0.25,0.15,/scratch/scratch95/h/hoffer/data/sonar.arff,0.0050,3.000000,1456145.000000,797,2500000,0.0,2.000000,n,68.000000,58.000000,58.000000,48.000000,14.142136,13.000000,0.000000,-1.0,5.0E-4
0.185530,0.355140,0.560748,0.075439,5.000000,24143.000000,MOCCA,0.05,0.25,0.15,/scratch/scratch95/h/hoffer/data/glass.arff,0.0050,1.000000,24143.000000,821,2500000,0.0,1.000000,n,1920.000000,1920.000000,1920.000000,1920.000000,NaN,1.000000,0.000000,-1.0,0.0010
0.442151,0.533654,0.658654,0.620946,4.000000,1456145.000000,MOCCA,0.05,0.25,0.15,/scratch/scratch95/h/hoffer/data/sonar.arff,0.0050,3.000000,1456145.000000,769,2500000,0.0,32.000000,n,4398046511104.000000,172650110758.375000,655360.000000,28.000000,795110344574.464200,34.000000,0.000000,-1.0,0.08
0.185530,0.355140,0.560748,0.075439,5.000000,24143.000000,MOCCA,0.05,0.25,0.0,/scratch/scratch95/h/hoffer/data/glass.arff,0.0050,1.000000,24143.000000,814,2500000,0.0,1.000000,n,1920.000000,1920.000000,1920.000000,1920.000000,NaN,1.000000,0.000000,-1.0,0.0010
NaN,0.125000,0.000000,0.000000,5.000000,541499.000000,MOCCA,0.05,0.35,0.15,/scratch/scratch95/h/hoffer/data/shape.arff,0.0050,2.000000,541499.000000,810,2500000,0.0,0.000000,n,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,3.000000,0.000000,-1.0,5.0E-4
0.036724,0.651042,0.295573,0.191197,5.000000,18718.000000,MOCCA,0.05,0.25,0.0,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.0050,1.000000,18718.000000,812,2500000,0.0,1.000000,n,3632.000000,3632.000000,3632.000000,3632.000000,NaN,0.000000,0.000000,-1.0,0.0010
0.244023,0.533654,0.139423,0.142857,5.000000,1456145.000000,MOCCA,0.05,0.25,0.0,/scratch/scratch95/h/hoffer/data/sonar.arff,0.0050,3.000000,1456145.000000,790,2500000,0.0,2.000000,n,68.000000,58.000000,58.000000,48.000000,14.142136,14.000000,0.000000,-1.0,5.0E-4
0.081118,0.571014,0.675362,0.470104,5.000000,27730.000000,MOCCA,0.05,0.35,0.15,/scratch/scratch95/h/hoffer/data/liver.arff,0.0050,1.000000,27730.000000,808,2500000,0.0,4.000000,n,308.571429,166.428571,211.428571,100.000000,96.422398,1.000000,0.000000,-1.0,5.0E-4
0.092845,0.571014,0.573913,0.420560,5.000000,10053.000000,MOCCA,0.05,0.25,0.0,/scratch/scratch95/h/hoffer/data/liver.arff,0.0050,1.000000,10053.000000,815,2500000,0.0,3.000000,n,432.000000,264.000000,200.000000,160.000000,146.860478,0.000000,0.000000,-1.0,0.0010
NaN,0.499389,0.000000,0.000000,5.000000,1207.000000,MOCCA,0.05,0.35,0.15,/scratch/scratch95/h/hoffer/data/fcps_engytime.arff,0.0050,0.000000,1207.000000,806,2500000,0.0,0.000000,n,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.000000,0.000000,-1.0,5.0E-4
